glyburide, glucovance, metformin	More Common	[Anxious feeling, behavior change similar to being drunk, blurred vision, cold sweats, confusion, convulsions (seizures), cool pale skin, cough, difficulty in concentrating, drowsiness, excessive hunger, fast heartbeat, fever, headache (continuing), nausea, nervousness, nightmares, restless sleep, shakiness, slurred speech, sneezing, sore throat, unconsciousness, unusual tiredness or weakness, Dizziness, headache, vomiting]	[anxious:Mental Processfeeling:Mental Process #  behavior:Clinical Attributechange:Functional Conceptdrunk:Mental or Behavioral Dysfunction #  blurred:Qualitative Conceptvision:Clinical Attribute #  cold:Disease or Syndromesweats:Finding #  confusion:Mental or Behavioral Dysfunction #  convulsions:Sign or Symptomseizures:Sign or Symptom #  cool:Qualitative Conceptpale:Qualitative Conceptskin:Disease or Syndrome #  cough:Sign or Symptom #  difficulty:Findingconcentrating:Biomedical or Dental Material #  drowsiness:Finding #  excessive:Qualitative Concepthunger:Sign or Symptom #  fast:Qualitative Conceptheartbeat:Organ or Tissue Function #  fever:Finding #  headache:Findingcontinuing:Idea or Concept #  nausea:Sign or Symptom #  nervousness:Sign or Symptom #  nightmares:Mental or Behavioral Dysfunction #  restless:Sign or Symptomsleep:Organic Chemical #  shakiness:Pathologic Function #  slurred:Findingspeech:Organism Function #  sneezing:Finding #  sore:Qualitative Conceptthroat:Body Part, Organ, or Organ Component #  unconsciousness:Finding #  unusual:Qualitative Concepttiredness:Sign or Symptomweakness:Sign or Symptom #  dizziness:Sign or Symptom #  headache:Finding #  vomiting:Sign or Symptom # ]
glyburide, glucovance, metformin	Less Common	[]	[]
glyburide, glucovance, metformin	Rare	[Abdominal or stomach discomfort, decreased appetite, diarrhea, fast shallow breathing, general feeling of discomfort, muscle pain or cramping, unusual sleepiness]	[abdominal:Body Location or Regionstomach:Therapeutic or Preventive Procedurediscomfort:Finding #  decreased:Qualitative Conceptappetite:Organism Function #  diarrhea:Finding #  fast:Qualitative Conceptbreathing:Organism Function #  general:Idea or Conceptfeeling:Mental Processdiscomfort:Finding #  muscle:Tissuepain:Functional Conceptcramping:Sign or Symptom #  unusual:Qualitative Conceptsleepiness:Finding # ]
glyburide, glucovance, metformin	Not Known	[]	[]
glyburide, glucovance, metformin	Overdose	[]	[]
sitagliptin, janumet, metformin	More Common	[Bloated, excess air or gas in the stomach or intestines, fever, full feeling, indigestion, lack or loss of strength, muscle aches, passing gas, sore throat, stuffy or runny nose, vomiting]	[bloated:Sign or Symptom #  excess:Qualitative Conceptair:Intellectual Productgas:Chemical Viewed Structurallystomach:Therapeutic or Preventive Procedureintestines:Body Part, Organ, or Organ Component #  fever:Finding #  full:Qualitative Conceptfeeling:Mental Process #  indigestion:Sign or Symptom #  lack:Qualitative Conceptloss:Quantitative Conceptstrength:Qualitative Concept #  muscle:Tissueaches:Sign or Symptom #  passing:Findinggas:Chemical Viewed Structurally #  sore:Qualitative Conceptthroat:Body Part, Organ, or Organ Component #  nose:Body Part, Organ, or Organ Component #  vomiting:Sign or Symptom # ]
sitagliptin, janumet, metformin	Less Common	[Anxiety, blurred vision, chills, cold sweats, confusion, cool, pale skin, depression, dizziness, fast heartbeat, headache, increased hunger, loss of consciousness, mental cloudiness, nausea, nightmares, not thinking clearly, seizures, shakiness, slurred speech, unusual tiredness or weakness]	[anxiety:Mental Process #  blurred:Qualitative Conceptvision:Clinical Attribute #  chills:Sign or Symptom #  cold:Disease or Syndromesweats:Finding #  confusion:Mental or Behavioral Dysfunction #  cool:Qualitative Conceptpale:Qualitative Conceptskin:Disease or Syndrome #  depression:Sign or Symptom #  dizziness:Sign or Symptom #  fast:Qualitative Conceptheartbeat:Organ or Tissue Function #  headache:Finding #  increased:Functional Concepthunger:Sign or Symptom #  loss:Quantitative Conceptconsciousness:Finding #  mental:Mental Process #  nausea:Sign or Symptom #  nightmares:Mental or Behavioral Dysfunction #  thinking:Mental Process #  seizures:Sign or Symptom #  shakiness:Pathologic Function #  slurred:Findingspeech:Organism Function #  unusual:Qualitative Concepttiredness:Sign or Symptomweakness:Sign or Symptom # ]
sitagliptin, janumet, metformin	Rare	[Abdominal or stomach discomfort, decreased appetite, diarrhea, fast, shallow breathing, general feeling of discomfort, muscle pain or cramping, shortness of breath, sleepiness]	[abdominal:Body Location or Regionstomach:Therapeutic or Preventive Procedurediscomfort:Finding #  decreased:Qualitative Conceptappetite:Organism Function #  diarrhea:Finding #  fast:Qualitative Conceptbreathing:Organism Function #  general:Idea or Conceptfeeling:Mental Processdiscomfort:Finding #  muscle:Tissuepain:Functional Conceptcramping:Sign or Symptom #  breath:Body Substance #  sleepiness:Finding # ]
sitagliptin, janumet, metformin	Not Known	[]	[]
sitagliptin, janumet, metformin	Overdose	[]	[]
ibuprofen, advil, genpril, ibu, motrin, midol, nuprin	More Common	[Abdominal pain, acid or sour stomach, belching, bloating, cloudy urine, decrease in amount of urine, decrease in urine output or decrease in urine-concentrating ability, diarrhea, difficulty having a bowel movement (stool), excess air or gas in stomach or intestines, full feeling, heartburn, indigestion, itching skin, pain or discomfort in chest, upper stomach, or throat, pale skin, passing gas, nausea, noisy, rattling breathing, rash with flat lesions or small raised lesions on the skin, shortness of breath, swelling of face, fingers, hands, feet, lower legs, or ankles, troubled breathing at rest, troubled breathing with exertion, unusual bleeding or bruising, unusual tiredness or weakness, vomiting, weight gain, Continuing ringing or buzzing or other unexplained noise in ears, hearing loss, nervousness]	[abdominal:Body Location or Regionpain:Functional Concept #  acid:Chemicalsour:Qualitative Conceptstomach:Therapeutic or Preventive Procedure #  belching:Sign or Symptom #  bloating:Sign or Symptom #  cloudy:Qualitative Concepturine:Intellectual Product #  decrease:Qualitative Conceptamount:Quantitative Concepturine:Intellectual Product #  decrease:Qualitative Concepturine:Intellectual Productoutput:Conceptual Entitydecrease:Qualitative Conceptability:Organism Attribute #  diarrhea:Finding #  difficulty:Findingbowel:Body Part, Organ, or Organ Componentmovement:Organism Functionstool:Body Substance #  excess:Qualitative Conceptair:Intellectual Productgas:Chemical Viewed Structurallystomach:Therapeutic or Preventive Procedureintestines:Body Part, Organ, or Organ Component #  full:Qualitative Conceptfeeling:Mental Process #  heartburn:Sign or Symptom #  indigestion:Sign or Symptom #  itching:Sign or Symptomskin:Disease or Syndrome #  pain:Functional Conceptdiscomfort:Findingchest:Body Location or Regionupper:Spatial Conceptstomach:Therapeutic or Preventive Procedurethroat:Body Part, Organ, or Organ Component #  pale:Qualitative Conceptskin:Disease or Syndrome #  passing:Findinggas:Chemical Viewed Structurally #  nausea:Sign or Symptom #  rattling:Findingbreathing:Organism Function #  rash:Disease or Syndromeflat:Spatial Conceptlesions:Findingsmall:Quantitative Conceptraised:Quantitative Conceptlesions:Findingskin:Disease or Syndrome #  breath:Body Substance #  swelling:Pathologic Functionface:Body Location or Regionfingers:Quantitative Concepthands:Body Part, Organ, or Organ Componentfeet:Quantitative Conceptlower:Spatial Conceptlegs:Body Location or Regionankles:Body Location or Region #  breathing:Organism Functionrest:Gene or Genome #  breathing:Organism Functionexertion:Organism Function #  unusual:Qualitative Conceptbleeding:Pathologic Functionbruising:Injury or Poisoning #  unusual:Qualitative Concepttiredness:Sign or Symptomweakness:Sign or Symptom #  vomiting:Sign or Symptom #  weight:Diagnostic Proceduregain:Quantitative Concept #  continuing:Idea or Conceptringing:Spatial Conceptnoise:Phenomenon or Processears:Gene or Genome #  hearing:Physiologic Functionloss:Quantitative Concept #  nervousness:Sign or Symptom # ]
ibuprofen, advil, genpril, ibu, motrin, midol, nuprin	Less Common	[Abdominal cramps, stomach soreness or discomfort]	[abdominal:Body Location or Regioncramps:Sign or Symptom #  stomach:Therapeutic or Preventive Proceduresoreness:Sign or Symptomdiscomfort:Finding # ]
ibuprofen, advil, genpril, ibu, motrin, midol, nuprin	Rare	[Agitation, back, leg, or stomach pains, bleeding gums, blistering, peeling, loosening of skin, blood in urine or stools, bloody, black, or tarry stools, blurred vision, burning feeling in chest or stomach, change in vision, chest pain, chills, clay-colored stools, coma, confusion, constipation, cough or hoarseness, dark urine, decreased urine output, depression, difficulty breathing, difficulty swallowing, dilated neck veins, dizziness, dry mouth, extreme fatigue, fast, irregular, pounding, or racing heartbeat or pulse, fever with or without chills, frequent urination, general body swelling, general feeling of tiredness or weakness, hair loss, thinning of hair, headache, hives or welts, hostility, impaired vision, increased blood pressure, increased volume of pale, dilute urine, irregular breathing, irritability, itching, joint or muscle pain, lab results that show problems with liver, lethargy, light-colored stools, loss of appetite, lower back or side pain, muscle twitching, nosebleeds, painful or difficult urination, pains in stomach, side, or abdomen, possibly radiating to the back, pinpoint red spots on skin, puffiness or swelling of the eyelids or around the eyes, face, lips, or tongue, rash, red skin lesions, often with a purple center, red, irritated eyes, redness of skin, seizures, severe abdominal pain, cramping, burning, severe and continuing nausea, sore throat, sores, ulcers, or white spots in mouth or on lips, stiff neck or back, stomach upset, stupor, swollen or painful glands, tenderness in stomach area, thirst, tightness in chest, unpleasant breath odor, upper right abdominal pain, vomiting of blood, vomiting of material that looks like coffee grounds, wheezing, yellow eyes and skin, Crying, depersonalization, discouragement, dry eyes, dysphoria, euphoria, feeling sad or empty, lack of appetite, loss of interest or pleasure, mental depression, paranoia, quick to react or overreact, rapidly changing moods, runny nose, sleepiness or unusual drowsiness, sleeplessness, sneezing, stuffy nose, trouble concentrating, trouble sleeping, unable to sleep]	[agitation:Sign or Symptom #  back:Body Location or Regionleg:Body Location or Regionstomach:Therapeutic or Preventive Procedurepains:Sign or Symptom #  bleeding:Pathologic Functiongums:Body Part, Organ, or Organ Component #  blistering:Pathologic Functionpeeling:Functional Conceptloosening:Functional Conceptskin:Disease or Syndrome #  blood:Body Substanceurine:Intellectual Productstools:Clinical Attribute #  bloody:Qualitative Conceptblack:Population Groupstools:Clinical Attribute #  blurred:Qualitative Conceptvision:Clinical Attribute #  burning:Qualitative Conceptfeeling:Mental Processchest:Body Location or Regionstomach:Therapeutic or Preventive Procedure #  change:Functional Conceptvision:Clinical Attribute #  chest:Body Location or Regionpain:Functional Concept #  chills:Sign or Symptom #  stools:Clinical Attribute #  coma:Disease or Syndrome #  confusion:Mental or Behavioral Dysfunction #  constipation:Sign or Symptom #  cough:Sign or Symptomhoarseness:Sign or Symptom #  dark:Qualitative Concepturine:Intellectual Product #  decreased:Qualitative Concepturine:Intellectual Productoutput:Conceptual Entity #  depression:Sign or Symptom #  difficulty:Findingbreathing:Organism Function #  difficulty:Findingswallowing:Finding #  dilated:Functional Conceptneck:Findingveins:Therapeutic or Preventive Procedure #  dizziness:Sign or Symptom #  dry:Qualitative Conceptmouth:Body Space or Junction #  extreme:Qualitative Conceptfatigue:Sign or Symptom #  fast:Qualitative Conceptirregular:Qualitative Conceptpounding:Quantitative Conceptracing:Intellectual Productheartbeat:Organ or Tissue Functionpulse:Physiologic Function #  fever:Findingchills:Sign or Symptom #  frequent:Temporal Concepturination:Organism Function #  general:Idea or Conceptbody:Humanswelling:Pathologic Function #  general:Idea or Conceptfeeling:Mental Processtiredness:Sign or Symptomweakness:Sign or Symptom #  hair:Body Part, Organ, or Organ Componentloss:Quantitative Conceptthinning:Sign or Symptomhair:Body Part, Organ, or Organ Component #  headache:Finding #  hives:Disease or Syndromewelts:Sign or Symptom #  hostility:Mental Process #  impaired:Pathologic Functionvision:Clinical Attribute #  increased:Functional Conceptblood:Body Substancepressure:Phenomenon or Process #  increased:Functional Conceptvolume:Qualitative Conceptpale:Qualitative Conceptdilute:Functional Concepturine:Intellectual Product #  irregular:Qualitative Conceptbreathing:Organism Function #  irritability:Mental Process #  itching:Sign or Symptom #  joint:Body Space or Junctionmuscle:Tissuepain:Functional Concept #  lab:Manufactured Objectproblems:Idea or Conceptliver:Finding #  lethargy:Sign or Symptom #  stools:Clinical Attribute #  loss:Quantitative Conceptappetite:Organism Function #  lower:Spatial Conceptback:Body Location or Regionside:Spatial Conceptpain:Functional Concept #  muscle:Tissuetwitching:Sign or Symptom #  nosebleeds:Sign or Symptom #  painful:Sign or Symptomdifficult:Qualitative Concepturination:Organism Function #  pains:Sign or Symptomstomach:Therapeutic or Preventive Procedureside:Spatial Conceptabdomen:Body Location or Regionradiating:Functional Conceptback:Body Location or Region #  red:Findingspots:Disease or Syndromeskin:Disease or Syndrome #  swelling:Pathologic Functioneyelids:Body Part, Organ, or Organ Componenteyes:Body Part, Organ, or Organ Componentface:Body Location or Regionlips:Body Part, Organ, or Organ Componenttongue:Health Care Activity #  rash:Disease or Syndrome #  red:Findingskin:Disease or Syndromelesions:Findingpurple:Qualitative Conceptcenter:Spatial Concept #  red:Findingeyes:Body Part, Organ, or Organ Component #  redness:Findingskin:Disease or Syndrome #  seizures:Sign or Symptom #  severe:Findingabdominal:Body Location or Regionpain:Functional Conceptcramping:Sign or Symptomburning:Qualitative Concept #  severe:Findingcontinuing:Idea or Conceptnausea:Sign or Symptom #  sore:Qualitative Conceptthroat:Body Part, Organ, or Organ Component #  sores:Sign or Symptomulcers:Pathologic Functionwhite:Population Groupspots:Disease or Syndromemouth:Body Space or Junctionlips:Body Part, Organ, or Organ Component #  stiff:Sign or Symptomneck:Findingback:Body Location or Region #  stomach:Therapeutic or Preventive Procedureupset:Mental or Behavioral Dysfunction #  stupor:Finding #  swollen:Findingpainful:Sign or Symptomglands:Body Part, Organ, or Organ Component #  tenderness:Mental Processstomach:Therapeutic or Preventive Procedurearea:Governmental or Regulatory Activity #  thirst:Physiologic Function #  tightness:Qualitative Conceptchest:Body Location or Region #  breath:Body Substanceodor:Natural Phenomenon or Process #  upper:Spatial Conceptabdominal:Body Location or Regionpain:Functional Concept #  vomiting:Sign or Symptomblood:Body Substance #  vomiting:Sign or Symptommaterial:Substancecoffee:Foodgrounds:Therapeutic or Preventive Procedure #  wheezing:Sign or Symptom #  yellow:Qualitative Concepteyes:Body Part, Organ, or Organ Componentskin:Disease or Syndrome #  crying:Individual Behavior #  depersonalization:Mental or Behavioral Dysfunction #   #  dry:Qualitative Concepteyes:Body Part, Organ, or Organ Component #  dysphoria:Mental or Behavioral Dysfunction #  euphoria:Mental Process #  feeling:Mental Processsad:Mental or Behavioral Dysfunctionempty:Qualitative Concept #  lack:Qualitative Conceptappetite:Organism Function #  loss:Quantitative Conceptinterest:Mental Processpleasure:Intellectual Product #  mental:Mental Processdepression:Sign or Symptom #  paranoia:Mental or Behavioral Dysfunction #  quick:Qualitative Concept #  rapidly:Qualitative Conceptchanging:Functional Conceptmoods:Mental Process #  nose:Body Part, Organ, or Organ Component #  sleepiness:Findingunusual:Qualitative Conceptdrowsiness:Finding #  sleeplessness:Sign or Symptom #  sneezing:Finding #  nose:Body Part, Organ, or Organ Component #  concentrating:Biomedical or Dental Material #  sleeping:Organism Function #  unable:Findingsleep:Organic Chemical # ]
ibuprofen, advil, genpril, ibu, motrin, midol, nuprin	Not Known	[]	[]
ibuprofen, advil, genpril, ibu, motrin, midol, nuprin	Overdose	[Bluish lips or skin, difficulty sleeping, disorientation, dizziness, faintness, or lightheadedness when getting up from a lying or sitting position suddenly, drowsiness to profound coma, hallucination, lightheadedness or fainting, mood or other mental changes, muscle tremors, not breathing, rapid, deep breathing, restlessness, slow or irregular heartbeat, stomach cramps, sudden fainting, sweating]	[lips:Body Part, Organ, or Organ Componentskin:Disease or Syndrome #  difficulty:Findingsleeping:Organism Function #  disorientation:Mental or Behavioral Dysfunction #  dizziness:Sign or Symptomfaintness:Sign or Symptomlightheadedness:Sign or Symptomlying:Individual Behaviorsitting:Findingposition:Intellectual Product #  drowsiness:Findingprofound:Qualitative Conceptcoma:Disease or Syndrome #  hallucination:Mental or Behavioral Dysfunction #  lightheadedness:Sign or Symptomfainting:Sign or Symptom #  mood:Health Care Activitymental:Mental Processchanges:Quantitative Concept #  muscle:Tissuetremors:Sign or Symptom #  breathing:Organism Function #  rapid:Qualitative Conceptdeep:Spatial Conceptbreathing:Organism Function #  restlessness:Sign or Symptom #  slow:Qualitative Conceptirregular:Qualitative Conceptheartbeat:Organ or Tissue Function #  stomach:Therapeutic or Preventive Procedurecramps:Sign or Symptom #  sudden:Qualitative Conceptfainting:Sign or Symptom #  sweating:Finding # ]
rosiglitazone, avandamet, metformin	More Common	[Pale skin, troubled breathing with exertion, unusual bleeding or bruising, unusual tiredness or weakness, Body aches or pain, cough, fever, sneezing, or sore throat, difficulty with breathing, ear congestion, loss of voice, pain or tenderness around the eyes and cheekbones, stuffy or runny nose, tightness of the chest]	[pale:Qualitative Conceptskin:Disease or Syndrome #  breathing:Organism Functionexertion:Organism Function #  unusual:Qualitative Conceptbleeding:Pathologic Functionbruising:Injury or Poisoning #  unusual:Qualitative Concepttiredness:Sign or Symptomweakness:Sign or Symptom #  body:Humanaches:Sign or Symptompain:Functional Concept #  cough:Sign or Symptomfever:Findingsneezing:Findingsore:Qualitative Conceptthroat:Body Part, Organ, or Organ Component #  difficulty:Findingbreathing:Organism Function #  ear:Disease or Syndromecongestion:Pathologic Function #  loss:Quantitative Conceptvoice:Idea or Concept #  pain:Functional Concepttenderness:Mental Processeyes:Body Part, Organ, or Organ Componentcheekbones:Body Part, Organ, or Organ Component #  nose:Body Part, Organ, or Organ Component #  tightness:Qualitative Conceptchest:Body Location or Region # ]
rosiglitazone, avandamet, metformin	Less Common	[Anxiety, blurred vision, chest pain or discomfort, chills, cold sweats, coma, confusion, cool, pale skin, depression, dilated neck veins, dizziness, extreme fatigue, fast heartbeat, headache, increased hunger, irregular breathing, irregular heartbeat, nausea, nervousness, nightmares, seizures, shakiness, shortness of breath, slurred speech, swelling of the face, fingers, feet, or lower legs, weight gain, wheezing, Back pain, cold or flu-like symptoms, difficulty with moving, pain in the joints]	[anxiety:Mental Process #  blurred:Qualitative Conceptvision:Clinical Attribute #  chest:Body Location or Regionpain:Functional Conceptdiscomfort:Finding #  chills:Sign or Symptom #  cold:Disease or Syndromesweats:Finding #  coma:Disease or Syndrome #  confusion:Mental or Behavioral Dysfunction #  cool:Qualitative Conceptpale:Qualitative Conceptskin:Disease or Syndrome #  depression:Sign or Symptom #  dilated:Functional Conceptneck:Findingveins:Therapeutic or Preventive Procedure #  dizziness:Sign or Symptom #  extreme:Qualitative Conceptfatigue:Sign or Symptom #  fast:Qualitative Conceptheartbeat:Organ or Tissue Function #  headache:Finding #  increased:Functional Concepthunger:Sign or Symptom #  irregular:Qualitative Conceptbreathing:Organism Function #  irregular:Qualitative Conceptheartbeat:Organ or Tissue Function #  nausea:Sign or Symptom #  nervousness:Sign or Symptom #  nightmares:Mental or Behavioral Dysfunction #  seizures:Sign or Symptom #  shakiness:Pathologic Function #  breath:Body Substance #  slurred:Findingspeech:Organism Function #  swelling:Pathologic Functionface:Body Location or Regionfingers:Quantitative Conceptfeet:Quantitative Conceptlower:Spatial Conceptlegs:Body Location or Region #  weight:Diagnostic Proceduregain:Quantitative Concept #  wheezing:Sign or Symptom #  back:Body Location or Regionpain:Functional Concept #  cold:Disease or Syndromesymptoms:Sign or Symptom #  difficulty:Findingmoving:Organism Function #  pain:Functional Conceptjoints:Body Space or Junction # ]
rosiglitazone, avandamet, metformin	Rare	[Abdominal or stomach discomfort, decreased appetite, diarrhea, fast, shallow breathing, general feeling of discomfort, muscle pain or cramping, sleepiness]	[abdominal:Body Location or Regionstomach:Therapeutic or Preventive Procedurediscomfort:Finding #  decreased:Qualitative Conceptappetite:Organism Function #  diarrhea:Finding #  fast:Qualitative Conceptbreathing:Organism Function #  general:Idea or Conceptfeeling:Mental Processdiscomfort:Finding #  muscle:Tissuepain:Functional Conceptcramping:Sign or Symptom #  sleepiness:Finding # ]
rosiglitazone, avandamet, metformin	Not Known	[Change in vision, dark urine, decreased urine output, hives or welts, itching, large, hive-like swelling on the face, eyelids, lips, tongue, throat, hands, legs, feet, or sex organs, pain or discomfort in the arms, jaw, back, or neck, redness of the skin, skin rash, stomach pain, sweating, vomiting]	[change:Functional Conceptvision:Clinical Attribute #  dark:Qualitative Concepturine:Intellectual Product #  decreased:Qualitative Concepturine:Intellectual Productoutput:Conceptual Entity #  hives:Disease or Syndromewelts:Sign or Symptom #  itching:Sign or Symptom #  large:Gene or Genomeswelling:Pathologic Functionface:Body Location or Regioneyelids:Body Part, Organ, or Organ Componentlips:Body Part, Organ, or Organ Componenttongue:Health Care Activitythroat:Body Part, Organ, or Organ Componenthands:Body Part, Organ, or Organ Componentlegs:Body Location or Regionfeet:Quantitative Conceptsex:Organism Functionorgans:Body Part, Organ, or Organ Component #  pain:Functional Conceptdiscomfort:Findingarms:Neoplastic Processjaw:Body Part, Organ, or Organ Componentback:Body Location or Regionneck:Finding #  redness:Findingskin:Disease or Syndrome #  skin:Disease or Syndromerash:Disease or Syndrome #  stomach:Therapeutic or Preventive Procedurepain:Functional Concept #  sweating:Finding #  vomiting:Sign or Symptom # ]
rosiglitazone, avandamet, metformin	Overdose	[]	[]
hydrocodone, vicoprofen, ibuprofen	More Common	[Anxiety, constipation, dry mouth, gas, increased sweating, nervousness, pounding heartbeat, sleepiness, trouble in sleeping, unusual tiredness or weakness]	[anxiety:Mental Process #  constipation:Sign or Symptom #  dry:Qualitative Conceptmouth:Body Space or Junction #  gas:Chemical Viewed Structurally #  increased:Functional Conceptsweating:Finding #  nervousness:Sign or Symptom #  pounding:Quantitative Conceptheartbeat:Organ or Tissue Function #  sleepiness:Finding #  sleeping:Organism Function #  unusual:Qualitative Concepttiredness:Sign or Symptomweakness:Sign or Symptom # ]
